Conut - Tyre,,,,
Sales by Items By Group,,,,
30-Jan-26,Years:2025 Months:0,,Page 42 of, 45
Description,Barcode,Qty,Total Amount,
GUMMY BEARS . (R),,32.0,0.00,
"MARSHMALLOWS , (R)",,37.0,0.00,
CRISPY CREPE . (R),,20.0,0.00,
"SALTED PRETZELS , (R)",,3.0,0.00,
NUTELLA SAUCE . (R),,982.0,0.00,
"DARK CHOCOLATE SAUCE , (R)",,8.0,0.00,
FRUIT LOOPS . (R),,5.0,0.00,
"WHIPPED CREAM  ,",,65.0,0.00,
SWITCH TO ICE CREAM,,89.0,"31,823,513.09",
PISTACHIO TOPPING,,146.0,0.00,
Total by Group: FREE CONUT TOP,,4059.0,"38,098,161.52",
Total by Division: FREE CONUT TOP,,4059.0,"38,098,161.52",
Division: FREE CHIMNEY TOP,,,,
Group: FREE CHIMNEY TOP,,,,
"SALTED CARAMEL SAUCE,(R)",,2.0,0.00,
"STRAWBERRY,(R)",,1010.0,0.00,
BROWNIES . (R),,375.0,0.00,
CRUSHED OREO .(R),,7.0,0.00,
CRUSHED LOTUS .(R),,87.0,0.00,
SPRINKLES .(R),,1.0,0.00,
"NUTELLA SAUCE,(R)",,645.0,0.00,
"LOTUS SAUCE,(R)",,23.0,0.00,
WHITE CHOCOLATE SAUCE .(R),,26.0,0.00,
"CARAMEL SAUCE, (R)",,568.0,0.00,
NO TOPPINGS,,32.0,0.00,
"BLUEBERRIES , (P)",,15.0,"893,918.91",
"RASPBERRIES ,(P)",,8.0,"476,756.75",
"DARK CHOCOLATE CHIPS ,(P)",,4.0,"238,378.38",
"PEANUT BUTTER CUPS,(P)",,3.0,"178,783.78",
"WHIPPED CREAM,",,4.0,"238,378.38",
"PISTACHIO SAUCE ,(P)",,29.0,"1,728,243.22",
"RASPBERRY JAM,(P)",,2.0,"119,189.19",
"GUMMY BEARS ,(R)",,3.0,0.00,
"MARSHMALLOWS,(R)",,2.0,0.00,
"DARK CHOCOLATE SAUCE,(R)",,5.0,0.00,
"FRUIT LOOPS,(R)",,1.0,0.00,
"WHIPPED CREAM   ,",,19.0,0.00,
"SWITCH TO ICE CREAM,",,60.0,"14,302,702.51",
30-Jan-26,Years:2025 Months:0,,Page 43 of, 45
Description,Barcode,Qty,Total Amount,
"PISTACHIO TOPPING,",,114.0,0.00,
Total by Group: FREE CHIMNEY TOP,,3045.0,"18,176,351.11",
Total by Division: FREE CHIMNEY TOP,,3045.0,"18,176,351.11",
Division: FREE MINI TOP,,,,
Group: FREE MINI TOP,,,,
"NUTELLA SAUCE ,(R)",,321.0,0.00,
BLUEBERRIES .(P),,5.0,"152,297.29",
RASPBERRIES .(P),,3.0,"91,378.38",
DARK CHOCOLATE CHIPS .(P),,2.0,"60,918.92",
"WHIPPED CREAM ,(P)",,1.0,"30,459.46",
"PISTACHIO SAUCE,(P)",,2.0,"60,918.92",
CHERRY JAM .(P),,0.0,0.00,
"GUMMY BEARS,(R)",,3.0,0.00,
MARSHMALLOWS .(R),,3.0,0.00,
"CRISPY CREPE ,(R)",,1.0,0.00,
"SALTED PRETZELS,(R)",,1.0,0.00,
STRAWBERRY .(R),,283.0,0.00,
"BROWNIES,(R)",,220.0,0.00,
"CRUSHED OREO ,(R)",,4.0,0.00,
"CRUSHED LOTUS,(R)",,40.0,0.00,
"SPRINKLES,(R)",,4.0,0.00,
LOTUS SAUCE .(R),,3.0,0.00,
"WHITE CHOCOLATE SAUCE  ,(R)",,2.0,0.00,
"CARAMEL SAUCE  ,(R)",,134.0,0.00,
DARK CHOCOLATE SAUCE .(R),,1.0,0.00,
"NO TOPPINGS ,",,11.0,0.00,
WHIPPED CREAM  .,,30.0,0.00,
switch to ice cream.,,24.0,"8,581,621.51",
PISTACHIO TOPPING.,,60.0,0.00,
Total by Group: FREE MINI TOP,,1158.0,"8,977,594.47",
Total by Division: FREE MINI TOP,,1158.0,"8,977,594.47",
Division: free dip,,,,
Group: free dip,,,,
NUTELLA DIP.(R),,39.0,0.00,
LOTUS DIP.(R),,3.0,0.00,
WHITE CHOCOLATE DIP.(R),,2.0,0.00,
CARAMEL DIP.(R),,4.0,0.00,
SALTED CARAMEL DIP.(R),,1.0,0.00,
30-Jan-26,Years:2025 Months:0,,Page 44 of, 45
Description,Barcode,Qty,Total Amount,
DARK CHOCOLATE DIP.(R),,2.0,0.00,
NO DIP,,4.0,0.00,
PISTACHIO DIP.(P),,1.0,"119,189.19",
Total by Group: free dip,,56.0,"119,189.19",
Total by Division: free dip,,56.0,"119,189.19",
Division: coffee type,,,,
Group: coffee type,,,,
DECAF,,16.0,0.00,
REGULAR.,,663.0,0.00,
Total by Group: coffee type,,679.0,0.00,
Total by Division: coffee type,,679.0,0.00,
Division: DRINK TYPE,,,,
Group: DRINK TYPE,,,,
HOT,,514.0,0.00,
ICED,,41.0,0.00,
Total by Group: DRINK TYPE,,555.0,0.00,
Total by Division: DRINK TYPE,,555.0,0.00,
Division: MILK OPTIONS,,,,
Group: MILK OPTIONS,,,,
FULL FAT MILK,,355.0,0.00,
SKIMMED MILK.,,39.0,0.00,
LACTOSE FREE MILK.,,32.0,0.00,
Total by Group: MILK OPTIONS,,426.0,0.00,
Total by Division: MILK OPTIONS,,426.0,0.00,
Division: MARSHMALLOW OPTIONS,,,,
Group: MARSHMALLOW OPTIONS,,,,
TOASTED MARSHMALLOWS,,18.0,"2,145,405.38",
NO MARSHMALLLOWS,,53.0,0.00,
Total by Group: MARSHMALLOW OPTIONS,,71.0,"2,145,405.38",
Total by Division: MARSHMALLOW OPTIONS,,71.0,"2,145,405.38",
Division: CONUT''S FAVORITE,,,,
Group: CONUT''S FAVORITE,,,,
HOT CHOCOLATE,,71.0,"33,849,729.28",
MATCHA LATTE,,3.0,"1,787,837.86",
AFFOGATO,,6.0,"3,218,108.07",
PISTACHIO LATTE,,3.0,"1,787,837.86",
Total by Group: CONUT''S FAVORITE,,83.0,"40,643,513.06",
30-Jan-26,Years:2025 Months:0,,Page 45 of, 45
Description,Barcode,Qty,Total Amount,
Total by Division: CONUT''S FAVORITE,,83.0,"40,643,513.06",
Total by Branch: Main Street Coffee,,"23,063.00","5,312,181,370.32",
REP_S_00191,"Copyright © 2026 Omega Software, Inc. All Rights ",,,
,,,www.omegapos.com,
