report_date,context,branch,division,group,description,barcode,qty,total_amount
30-Jan-26,Years:2025 Months:0,Conut Jnah,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,DARK CHOCOLATE CHIPS.,,2.0,476756.75
30-Jan-26,Years:2025 Months:0,Conut Jnah,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,DARK CHOCOLATE SAUCE.,,1.0,178783.78
30-Jan-26,Years:2025 Months:0,Conut Jnah,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,FRUIT LOOPS.,,5.0,893918.91
30-Jan-26,Years:2025 Months:0,Conut Jnah,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,GRANOLA BERRIES.,,1.0,238378.38
30-Jan-26,Years:2025 Months:0,Conut Jnah,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,GUMMY BEARS.,,8.0,1430270.25
30-Jan-26,Years:2025 Months:0,Conut Jnah,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,LOTUS SAUCE.,,7.0,1251486.47
30-Jan-26,Years:2025 Months:0,Conut Jnah,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,MARSHMALLOWS.,,8.0,1430270.25
30-Jan-26,Years:2025 Months:0,Conut Jnah,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,NUTELLA SAUCE.,,40.0,7151351.26
30-Jan-26,Years:2025 Months:0,Conut Jnah,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,PEANUT BUTTER CUPS.,,2.0,476756.75
30-Jan-26,Years:2025 Months:0,Conut Jnah,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,PISTACHIO SAUCE.,,11.0,2622162.13
30-Jan-26,Years:2025 Months:0,Conut Jnah,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,RASPBERRIES.,,16.0,3814054.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,SALTED CARAMEL SAUCE.,,1.0,178783.78
30-Jan-26,Years:2025 Months:0,Conut Jnah,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,SPRINKLES.,,4.0,715135.13
30-Jan-26,Years:2025 Months:0,Conut Jnah,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,STRAWBERRY.,,129.0,23063107.8
30-Jan-26,Years:2025 Months:0,Conut Jnah,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,WHIPPED CREAM.,,5.0,1191891.88
30-Jan-26,Years:2025 Months:0,Conut Jnah,CONUT''S FAVORITE,CONUT''S FAVORITE,AFFOGATO,,4.0,2145405.38
30-Jan-26,Years:2025 Months:0,Conut Jnah,CONUT''S FAVORITE,CONUT''S FAVORITE,HOT CHOCOLATE,,39.0,18593513.27
30-Jan-26,Years:2025 Months:0,Conut Jnah,CONUT''S FAVORITE,CONUT''S FAVORITE,ICED SHAKEN ESPRESSO,,16.0,8115459.58
30-Jan-26,Years:2025 Months:0,Conut Jnah,CONUT''S FAVORITE,CONUT''S FAVORITE,MATCHA LATTE,,8.0,4767567.62
30-Jan-26,Years:2025 Months:0,Conut Jnah,CONUT''S FAVORITE,CONUT''S FAVORITE,PISTACHIO LATTE,,1.0,595945.95
30-Jan-26,Years:2025 Months:0,Conut Jnah,Conuts,Conuts,NO CINNAMON,,22.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,DRINK TYPE,DRINK TYPE,HOT,,473.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,DRINK TYPE,DRINK TYPE,ICED,,191.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,Delivery Service,Delivery,DELIVERY CHARGE,,270.0,64362161.3
30-Jan-26,Years:2025 Months:0,Conut Jnah,Delivery Service,Delivery,DONT SEND CUTLERY,,1.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,Delivery Service,Delivery,SEND CUTLERY,,7.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,Delivery Service,Delivery,TAKE AWAY,,620.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,EXTRA CHIMNEY SPREAD,EXTRA CHIMNEY SPREAD,LOTUS SPREAD CHIMNEY,,17.0,3039324.28
30-Jan-26,Years:2025 Months:0,Conut Jnah,EXTRA CHIMNEY SPREAD,EXTRA CHIMNEY SPREAD,"NO SPREAD,,",,184.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,EXTRA CHIMNEY SPREAD,EXTRA CHIMNEY SPREAD,NUTELLA SPREAD CHIMNEY,,12.0,2145405.38
30-Jan-26,Years:2025 Months:0,Conut Jnah,EXTRA CHIMNEY SPREAD,EXTRA CHIMNEY SPREAD,PISTACHIO SPREAD CHIMNEY,,5.0,1191891.88
30-Jan-26,Years:2025 Months:0,Conut Jnah,EXTRA CHIMNEY SPREAD,EXTRA CHIMNEY SPREAD,WHITE CHOCOLATE SPREAD CHIMNEY,,4.0,715135.13
30-Jan-26,Years:2025 Months:0,Conut Jnah,EXTRA CONUT SPREAD,EXTRA CONUT SPREAD,LOTUS SPREAD CONUT,,6.0,540324.31
30-Jan-26,Years:2025 Months:0,Conut Jnah,EXTRA CONUT SPREAD,EXTRA CONUT SPREAD,NO SPREAD..,,167.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,EXTRA CONUT SPREAD,EXTRA CONUT SPREAD,NUTELLA SPREAD CONUT,,16.0,1440864.84
30-Jan-26,Years:2025 Months:0,Conut Jnah,EXTRA CONUT SPREAD,EXTRA CONUT SPREAD,PISTACHIO SPREAD CONUT,,1.0,119189.19
30-Jan-26,Years:2025 Months:0,Conut Jnah,EXTRA CONUT SPREAD,EXTRA CONUT SPREAD,WHITE CHOCOLATE SPREAD CONUT,,0.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,EXTRA DIP,EXTRA DIP,CARAMEL DIP (R),,0.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,EXTRA DIP,EXTRA DIP,CHERRY JAM DIP (P),,3.0,715135.13
30-Jan-26,Years:2025 Months:0,Conut Jnah,EXTRA DIP,EXTRA DIP,DARK CHOCOLATE DIP (R),,0.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,EXTRA DIP,EXTRA DIP,LOTUS DIP (R),,4.0,476756.75
30-Jan-26,Years:2025 Months:0,Conut Jnah,EXTRA DIP,EXTRA DIP,NUTELLA DIP (R),,4.0,476756.75
30-Jan-26,Years:2025 Months:0,Conut Jnah,EXTRA DIP,EXTRA DIP,PISTACHIO DIP (P),,4.0,953513.5
30-Jan-26,Years:2025 Months:0,Conut Jnah,EXTRA DIP,EXTRA DIP,RASPBERRY JAM DIP (P),,1.0,238378.38
30-Jan-26,Years:2025 Months:0,Conut Jnah,EXTRA DIP,EXTRA DIP,WHITE CHOCOLATE DIP (R),,2.0,238378.38
30-Jan-26,Years:2025 Months:0,Conut Jnah,EXTRA MINI SPREAD,EXTRA MINI SPREAD,"NO SPREAD,.",,59.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,EXTRA MINI SPREAD,EXTRA MINI SPREAD,NUTELLA SPREAD MINI,,3.0,178783.78
30-Jan-26,Years:2025 Months:0,Conut Jnah,EXTRA MINI SPREAD,EXTRA MINI SPREAD,PISTACHIO SPREAD MINI,,1.0,90054.05
30-Jan-26,Years:2025 Months:0,Conut Jnah,Extras and Sides,Extras and Sides,ADD ICE CREAM,,276.0,131584863.11
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE CHIMNEY TOP,FREE CHIMNEY TOP,"BLUEBERRIES , (P)",,36.0,2145405.38
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE CHIMNEY TOP,FREE CHIMNEY TOP,BROWNIES . (R),,418.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE CHIMNEY TOP,FREE CHIMNEY TOP,"CARAMEL SAUCE, (R)",,529.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE CHIMNEY TOP,FREE CHIMNEY TOP,"CHERRY JAM ,(P)",,3.0,178783.78
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE CHIMNEY TOP,FREE CHIMNEY TOP,"CRISPY CREPE,(R)",,3.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE CHIMNEY TOP,FREE CHIMNEY TOP,CRUSHED LOTUS .(R),,107.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE CHIMNEY TOP,FREE CHIMNEY TOP,CRUSHED OREO .(R),,17.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE CHIMNEY TOP,FREE CHIMNEY TOP,"DARK CHOCOLATE CHIPS ,(P)",,3.0,178783.78
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE CHIMNEY TOP,FREE CHIMNEY TOP,"DARK CHOCOLATE SAUCE,(R)",,5.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE CHIMNEY TOP,FREE CHIMNEY TOP,"FRUIT LOOPS,(R)",,4.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE CHIMNEY TOP,FREE CHIMNEY TOP,"GUMMY BEARS ,(R)",,3.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE CHIMNEY TOP,FREE CHIMNEY TOP,"LOTUS SAUCE,(R)",,33.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE CHIMNEY TOP,FREE CHIMNEY TOP,"MARSHMALLOWS,(R)",,9.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE CHIMNEY TOP,FREE CHIMNEY TOP,NO TOPPINGS,,81.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE CHIMNEY TOP,FREE CHIMNEY TOP,"NUTELLA SAUCE,(R)",,613.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE CHIMNEY TOP,FREE CHIMNEY TOP,"PASSION FRUIT SAUCE,(P)",,3.0,178783.78
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE CHIMNEY TOP,FREE CHIMNEY TOP,"PEANUT BUTTER CUPS,(P)",,3.0,178783.78
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE CHIMNEY TOP,FREE CHIMNEY TOP,"PISTACHIO SAUCE ,(P)",,92.0,5482702.63
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE CHIMNEY TOP,FREE CHIMNEY TOP,"RASPBERRIES ,(P)",,26.0,1549459.44
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE CHIMNEY TOP,FREE CHIMNEY TOP,"RASPBERRY JAM,(P)",,2.0,119189.19
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE CHIMNEY TOP,FREE CHIMNEY TOP,"SALTED CARAMEL SAUCE,(R)",,2.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE CHIMNEY TOP,FREE CHIMNEY TOP,SPRINKLES .(R),,6.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE CHIMNEY TOP,FREE CHIMNEY TOP,"STRAWBERRY,(R)",,989.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE CHIMNEY TOP,FREE CHIMNEY TOP,"SWITCH TO ICE CREAM,",,13.0,3098918.88
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE CHIMNEY TOP,FREE CHIMNEY TOP,"WHIPPED CREAM ,",,76.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE CHIMNEY TOP,FREE CHIMNEY TOP,"WHIPPED CREAM,",,12.0,715135.13
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE CHIMNEY TOP,FREE CHIMNEY TOP,WHITE CHOCOLATE SAUCE .(R),,59.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE CONUT TOP,FREE CONUT TOP,"BLUEBERRIES, (P)",,60.0,1827567.5
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE CONUT TOP,FREE CONUT TOP,"BROWNIES , (R)",,635.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE CONUT TOP,FREE CONUT TOP,"CARAMEL SAUCE , (R)",,353.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE CONUT TOP,FREE CONUT TOP,"CHERRY JAM, (P)",,1.0,30459.46
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE CONUT TOP,FREE CONUT TOP,CRISPY CREPE . (R),,11.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE CONUT TOP,FREE CONUT TOP,"CRUSHED LOTUS , (R)",,148.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE CONUT TOP,FREE CONUT TOP,"CRUSHED OREO, (R)",,51.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE CONUT TOP,FREE CONUT TOP,"DARK CHOCOLATE CHIPS, (P)",,20.0,609189.17
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE CONUT TOP,FREE CONUT TOP,"DARK CHOCOLATE SAUCE , (R)",,10.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE CONUT TOP,FREE CONUT TOP,FRUIT LOOPS . (R),,14.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE CONUT TOP,FREE CONUT TOP,"GRANOLA BERRIES, (P)",,13.0,395972.96
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE CONUT TOP,FREE CONUT TOP,GUMMY BEARS . (R),,28.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE CONUT TOP,FREE CONUT TOP,"LOTUS SAUCE , (R)",,50.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE CONUT TOP,FREE CONUT TOP,"MARSHMALLOWS , (R)",,39.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE CONUT TOP,FREE CONUT TOP,NO TOPPINGS.,,89.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE CONUT TOP,FREE CONUT TOP,NUTELLA SAUCE . (R),,829.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE CONUT TOP,FREE CONUT TOP,"PASSION FRUITS SAUCE ,(P)",,11.0,335054.04
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE CONUT TOP,FREE CONUT TOP,"PEANUT BUTTER CUP , (P)",,6.0,182756.75
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE CONUT TOP,FREE CONUT TOP,PISTACHIO SAUCE . (P),,39.0,1187918.88
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE CONUT TOP,FREE CONUT TOP,PISTACHIO TOPPING,,67.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE CONUT TOP,FREE CONUT TOP,"RASPBERRIES, (P)",,38.0,1157459.42
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE CONUT TOP,FREE CONUT TOP,"RASPBERRY JAM , (P)",,6.0,182756.75
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE CONUT TOP,FREE CONUT TOP,SALTED CARAMEL SAUCE . (R),,7.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE CONUT TOP,FREE CONUT TOP,"SPRINKLES , (R)",,41.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE CONUT TOP,FREE CONUT TOP,"STRAWBERRY , (R)",,789.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE CONUT TOP,FREE CONUT TOP,SWITCH TO ICE CREAM,,20.0,7151351.26
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE CONUT TOP,FREE CONUT TOP,"WHIPPED CREAM ,",,118.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE CONUT TOP,FREE CONUT TOP,WHIPPED CREAM . (P),,11.0,335054.04
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE CONUT TOP,FREE CONUT TOP,"WHITE CHOCOLATE SAUCE , (R)",,34.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE MINI TOP,FREE MINI TOP,BLUEBERRIES .(P),,4.0,121837.83
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE MINI TOP,FREE MINI TOP,"BROWNIES,(R)",,319.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE MINI TOP,FREE MINI TOP,"CARAMEL SAUCE ,(R)",,178.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE MINI TOP,FREE MINI TOP,"CRISPY CREPE ,(R)",,3.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE MINI TOP,FREE MINI TOP,"CRUSHED LOTUS,(R)",,54.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE MINI TOP,FREE MINI TOP,"CRUSHED OREO ,(R)",,3.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE MINI TOP,FREE MINI TOP,DARK CHOCOLATE CHIPS .(P),,2.0,60918.92
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE MINI TOP,FREE MINI TOP,DARK CHOCOLATE SAUCE .(R),,6.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE MINI TOP,FREE MINI TOP,"FRUIT LOOPS ,(R)",,1.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE MINI TOP,FREE MINI TOP,"GUMMY BEARS,(R)",,1.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE MINI TOP,FREE MINI TOP,LOTUS SAUCE .(R),,11.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE MINI TOP,FREE MINI TOP,MARSHMALLOWS .(R),,4.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE MINI TOP,FREE MINI TOP,"NO TOPPINGS ,",,34.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE MINI TOP,FREE MINI TOP,"NUTELLA SAUCE ,(R)",,482.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE MINI TOP,FREE MINI TOP,PASSION FRUITS SAUCE .(P),,2.0,60918.92
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE MINI TOP,FREE MINI TOP,PEANUT BUTTER CUP .(P),,1.0,30459.46
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE MINI TOP,FREE MINI TOP,"PISTACHIO SAUCE,(P)",,19.0,578729.71
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE MINI TOP,FREE MINI TOP,PISTACHIO TOPPING.,,42.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE MINI TOP,FREE MINI TOP,RASPBERRIES .(P),,4.0,121837.83
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE MINI TOP,FREE MINI TOP,RASPBERRY JAM .(P),,2.0,60918.92
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE MINI TOP,FREE MINI TOP,SALTED CARAMEL SAUCE .(R),,1.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE MINI TOP,FREE MINI TOP,"SALTED PRETZELS,(R)",,1.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE MINI TOP,FREE MINI TOP,"SPRINKLES,(R)",,12.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE MINI TOP,FREE MINI TOP,STRAWBERRY .(R),,361.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE MINI TOP,FREE MINI TOP,"WHIPPED CREAM ,(P)",,6.0,182756.75
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE MINI TOP,FREE MINI TOP,WHIPPED CREAM .,,105.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE MINI TOP,FREE MINI TOP,"WHITE CHOCOLATE SAUCE ,(R)",,3.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,FREE MINI TOP,FREE MINI TOP,switch to ice cream.,,7.0,2502972.94
30-Jan-26,Years:2025 Months:0,Conut Jnah,Frappes,Frappes,CARAMEL FRAPPE,,81.0,43444458.88
30-Jan-26,Years:2025 Months:0,Conut Jnah,Frappes,Frappes,CARAMEL MOCHA FRAPPE,,16.0,8581621.51
30-Jan-26,Years:2025 Months:0,Conut Jnah,Frappes,Frappes,ESPRESSO FRAPPE,,7.0,3133351.31
30-Jan-26,Years:2025 Months:0,Conut Jnah,Frappes,Frappes,HAZELNUT FRAPPE,,7.0,3754459.41
30-Jan-26,Years:2025 Months:0,Conut Jnah,Frappes,Frappes,HAZELNUT MOCHA FRAPPE,,7.0,3754459.41
30-Jan-26,Years:2025 Months:0,Conut Jnah,Frappes,Frappes,MATCHA FRAPPE,,10.0,6264054.11
30-Jan-26,Years:2025 Months:0,Conut Jnah,Frappes,Frappes,MOCHA FRAPPE,,24.0,12872432.26
30-Jan-26,Years:2025 Months:0,Conut Jnah,Frappes,Frappes,SALTED CARAMEL FRAPPE,,14.0,7508918.82
30-Jan-26,Years:2025 Months:0,Conut Jnah,Frappes,Frappes,TOFFEE NUT FRAPPE,,21.0,11263378.23
30-Jan-26,Years:2025 Months:0,Conut Jnah,Frappes,Frappes,VANILLA FRAPPE,,11.0,5899864.79
30-Jan-26,Years:2025 Months:0,Conut Jnah,Frappes,Frappes,WHITE MOCHA FRAPPE,,11.0,5899864.79
30-Jan-26,Years:2025 Months:0,Conut Jnah,Free Chimney Cake Spreads,Free Chimney Cake Spreads,LOTUS SPREAD CHIMNEY.,,69.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,Free Chimney Cake Spreads,Free Chimney Cake Spreads,NO SPREAD,,76.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,Free Chimney Cake Spreads,Free Chimney Cake Spreads,NUTELLA SPREAD CHIMNEY.,,1248.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,Free Chimney Cake Spreads,Free Chimney Cake Spreads,PISTACHIO SPREAD CHIMNEY.,,21.0,1251486.47
30-Jan-26,Years:2025 Months:0,Conut Jnah,Free Chimney Cake Spreads,Free Chimney Cake Spreads,WHITE CHOCOLATE SPREAD CHIMNEY.,,249.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,Free Conut Spreads,Free Conut Spreads,LOTUS SPREAD CONUT.,,40.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,Free Conut Spreads,Free Conut Spreads,NO SPREAD.,,17.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,Free Conut Spreads,Free Conut Spreads,NUTELLA SPREAD CONUT.,,902.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,Free Conut Spreads,Free Conut Spreads,PISTACHIO SPREAD CONUT.,,2.0,60918.92
30-Jan-26,Years:2025 Months:0,Conut Jnah,Free Conut Spreads,Free Conut Spreads,WHITE CHOCOLATE SPREAD CONUT.,,217.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,Holder,Holders,ARGENTINA,,1.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,Holder,Holders,ENGLAND HOLDER,,1.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,Hot and Cold Drinks,Hot and Cold Drinks,HOT MILK,,17.0,3039324.28
30-Jan-26,Years:2025 Months:0,Conut Jnah,Hot and Cold Drinks,Hot and Cold Drinks,ICED CHOCOLATE,,11.0,4923837.76
30-Jan-26,Years:2025 Months:0,Conut Jnah,Hot and Cold Drinks,Hot and Cold Drinks,MANGO PASSION,,44.0,18355134.89
30-Jan-26,Years:2025 Months:0,Conut Jnah,Hot and Cold Drinks,Hot and Cold Drinks,MELON PASSION,,16.0,6674594.51
30-Jan-26,Years:2025 Months:0,Conut Jnah,Hot and Cold Drinks,Hot and Cold Drinks,VIA SPARKLING WATER,,34.0,6078648.57
30-Jan-26,Years:2025 Months:0,Conut Jnah,Hot and Cold Drinks,Hot and Cold Drinks,WATER,,2181.0,173301068.95
30-Jan-26,Years:2025 Months:0,Conut Jnah,Hot and Cold Drinks,Hot and Cold Drinks,WILD BERRIES,,14.0,5840270.19
30-Jan-26,Years:2025 Months:0,Conut Jnah,Hot and Cold Drinks,Hot and Cold Drinks,WILD BERRIES PASSION,,4.0,1668648.63
30-Jan-26,Years:2025 Months:0,Conut Jnah,Hot and Cold Drinks,TEA FLAVORS,EARL GREY,,5.0,1489864.84
30-Jan-26,Years:2025 Months:0,Conut Jnah,Hot and Cold Drinks,TEA FLAVORS,ENGLISH BREAKFAST,,3.0,893918.91
30-Jan-26,Years:2025 Months:0,Conut Jnah,Hot and Cold Drinks,TEA FLAVORS,GREEN TEA,,8.0,2383783.75
30-Jan-26,Years:2025 Months:0,Conut Jnah,Hot and Cold Drinks,TEA FLAVORS,PEACH ICED TEA,,35.0,14600675.48
30-Jan-26,Years:2025 Months:0,Conut Jnah,Hot and Cold Drinks,TEA FLAVORS,PEPPERMINT TEA,,2.0,595945.94
30-Jan-26,Years:2025 Months:0,Conut Jnah,Hot and Cold Drinks,TEA FLAVORS,RASPBERRY ICED TEA,,12.0,5005945.88
30-Jan-26,Years:2025 Months:0,Conut Jnah,Hot-Coffee Based,CHIMNEY CAKE OPTIONS,PRESSED,,244.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,Hot-Coffee Based,CHIMNEY CAKE OPTIONS,REGULAR,,47.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,Hot-Coffee Based,Free Dressing,[CARAMEL DRESSING],,71.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,Hot-Coffee Based,Free Dressing,[CHOCOLATE DRESSING],,118.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,Hot-Coffee Based,Free Dressing,[NO DRESSING],,143.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,Hot-Coffee Based,Free Dressing,[SALTED CARAMEL DRESSING],,16.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,Hot-Coffee Based,Free Dressing,[STRAWBERRY DRESSING],,28.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,Hot-Coffee Based,Free Whipped Cream,NO WHIPPED CREAM,,263.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,Hot-Coffee Based,Free Whipped Cream,WHIPPED CREAM...,,142.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,Hot-Coffee Based,Hot-Coffee Based,AMERICAN COFFEE,,46.0,16448107.89
30-Jan-26,Years:2025 Months:0,Conut Jnah,Hot-Coffee Based,Hot-Coffee Based,CAFE MOCHA,,47.0,23839162.5
30-Jan-26,Years:2025 Months:0,Conut Jnah,Hot-Coffee Based,Hot-Coffee Based,CAFFE AMERICANO,,66.0,20055567.27
30-Jan-26,Years:2025 Months:0,Conut Jnah,Hot-Coffee Based,Hot-Coffee Based,CAFFE LATTE,,156.0,65077296.41
30-Jan-26,Years:2025 Months:0,Conut Jnah,Hot-Coffee Based,Hot-Coffee Based,CAPPUCCINO,,114.0,47556485.85
30-Jan-26,Years:2025 Months:0,Conut Jnah,Hot-Coffee Based,Hot-Coffee Based,CARAMEL MACHIATO,,76.0,40762702.16
30-Jan-26,Years:2025 Months:0,Conut Jnah,Hot-Coffee Based,Hot-Coffee Based,DOUBLE ESPRESSO,,127.0,41710918.28
30-Jan-26,Years:2025 Months:0,Conut Jnah,Hot-Coffee Based,Hot-Coffee Based,ESPRESSO MACCHIATO,,6.0,1970594.56
30-Jan-26,Years:2025 Months:0,Conut Jnah,Hot-Coffee Based,Hot-Coffee Based,FLAT WHITE,,8.0,3104216.17
